2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,809 - default_logger - INFO - Starting main process
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,972 - default_logger - INFO - Getting dataset: california
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:21,973 - default_logger - INFO - Loading California Housing dataset
2024-08-29 20:49:35,689 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,689 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,689 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,689 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,692 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,692 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,692 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,692 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,692 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,692 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,713 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,719 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,722 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,722 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,722 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,722 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,722 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,722 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,727 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,727 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,727 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,727 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,727 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,727 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,730 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,733 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,733 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,733 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,733 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,733 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,733 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,741 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,741 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,741 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,741 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,741 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,741 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,747 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,747 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,747 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,747 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,747 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,747 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,751 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,751 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,751 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,751 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,751 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,751 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,755 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,755 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,755 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,755 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,755 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,755 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,767 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,767 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,767 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,767 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,767 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,767 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,775 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,775 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,775 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,775 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,775 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,775 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,779 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,782 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,785 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,789 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,803 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,803 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,803 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,803 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,803 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,803 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,810 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,810 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,810 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,810 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,810 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,810 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,813 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,813 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,813 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,813 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,813 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,813 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,825 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,832 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,832 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,832 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,832 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,832 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,832 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,835 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,835 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,835 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,835 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,835 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,835 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,838 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,838 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,838 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,838 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,838 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,838 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,844 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,847 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,847 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,847 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,847 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,847 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,847 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,850 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,850 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,850 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,850 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,850 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,850 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,853 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,853 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,853 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,853 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,853 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,853 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,867 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,871 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,871 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,871 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,871 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,871 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,871 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,876 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,876 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,876 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,876 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,876 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,876 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,880 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,883 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,896 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,901 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,901 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,901 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,901 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,901 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,901 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,904 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,904 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,904 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,904 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,904 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,904 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,910 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,910 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,910 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,910 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,910 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,910 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,913 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,913 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,913 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,913 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,913 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,913 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,916 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,916 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,916 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,916 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,916 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,916 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,919 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,919 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,919 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,919 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,919 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,919 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,922 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,922 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,922 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,922 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,922 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,922 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,926 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,926 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,926 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,926 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,926 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,926 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,930 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,934 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,934 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,934 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,934 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,934 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,934 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,937 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,937 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,937 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,937 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,937 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,937 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,943 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,947 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,947 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,947 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,947 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,947 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,947 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,952 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,956 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,956 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,956 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,956 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,956 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,956 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,959 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,962 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,965 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,981 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,981 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,981 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,981 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,981 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,981 - default_logger - WARNING - Encountered NaN loss, skipping batch
2024-08-29 20:49:35,985 - default_logger - WARNING - Encountered NaN loss, skipping batch
